emp_no,birth_date,first_name,last_name,gender,hire_date
465446,1952-12-02,Jaihie,Soicher,F,1986-01-01
465447,1953-01-19,Mahmut,Kabayashi,F,1985-12-30
465449,1952-02-15,Tadahiro,Perko,M,1991-11-30
465450,1953-09-11,Uta,Mitzlaff,M,1991-04-22
465451,1953-01-06,Tzvetan,Munoz,M,1995-12-27
465456,1953-01-18,Parto,Comyn,M,1991-07-18
465459,1954-11-13,Mana,Lichtman,M,1989-06-17
465460,1953-02-15,Shawna,Meszaros,M,1988-08-26
465468,1953-05-12,Chrisa,Cairo,M,1987-12-06
465471,1955-07-29,Wilmer,Birta,F,1987-05-21
465480,1955-04-22,Rayond,Atrawala,M,1988-10-23
465493,1953-08-07,Herbert,Merkl,M,1990-08-24
465510,1952-11-11,Kazuhira,Marciano,M,1986-01-10
465511,1954-07-16,Pantung,Pashtan,M,1992-12-28
465521,1952-03-28,KayLiang,Mersereau,M,1985-12-09
465524,1952-10-13,Falguni,Falck,F,1985-06-15
465526,1955-01-19,Shim,Attimonelli,F,1995-06-06
465528,1952-10-28,Tonia,Rosis,F,1998-08-09
465537,1955-03-24,Jaideep,Plessier,M,1987-01-09
465539,1952-04-08,Xiaoqiang,Ferretti,F,1986-09-27
465542,1953-01-13,Valeska,Assaf,F,1992-09-24
465543,1955-03-06,Ramzi,Boreale,F,1989-11-20
465547,1954-07-16,Bernice,Alpin,M,1987-11-05
465548,1955-07-29,Godehard,Cappelletti,F,1985-06-17
465550,1953-02-05,Chaosheng,Basagni,F,1988-03-06
465553,1953-01-10,Sudharsan,Hasenauer,M,1992-09-13
465558,1953-06-05,Zengping,Kolinko,F,1987-02-24
465560,1954-07-06,Berhard,Wrigley,M,1987-08-01
465561,1955-04-03,Sushant,Covnot,F,1991-06-17
465563,1952-06-19,Mona,Griswold,F,1993-09-14
465567,1953-04-03,Gift,Roisin,M,1992-06-26
465570,1953-09-09,Yongmao,Assaf,M,1992-12-23
465575,1952-03-17,Venkatesan,Bage,M,1998-04-03
465576,1954-04-14,Shim,Siksek,F,1989-08-06
465577,1953-10-26,Yuriy,McFarlan,M,1997-05-30
465581,1953-10-10,Kiyomitsu,Highland,M,1986-02-05
465582,1953-01-20,Licheng,Lukaszewicz,F,1987-12-22
465595,1954-09-30,Bowen,Covnot,M,1994-05-30
465596,1952-08-23,Moss,Murtha,F,1986-11-13
465598,1955-07-21,Yuuichi,Msuda,F,1991-08-02
465600,1952-02-10,Yuping,Ozery,M,1998-11-08
465602,1952-05-15,Saniya,Leuchs,F,1995-09-19
465603,1955-02-02,Uma,Lorch,F,1988-02-09
465609,1953-11-26,Insup,England,M,1985-08-08
465610,1954-08-29,Wonhee,Heering,F,1996-03-14
465616,1955-07-31,Bernt,Moffat,M,1988-10-04
465618,1954-09-10,Kellyn,Copas,F,1992-03-01
465619,1953-05-20,Pragnesh,Merel,M,1993-10-09
465621,1954-01-17,Masadi,Morrin,M,1987-12-25
465622,1952-02-14,Elvis,Rosch,M,1990-07-09
465630,1952-09-03,Paris,Gerlach,M,1989-11-29
465631,1953-11-25,Marco,Ramsey,M,1990-02-28
465635,1954-05-15,Tetsurou,Spinelli,F,1988-12-10
465636,1953-01-22,Kauko,Boudaillier,F,1990-07-06
465639,1952-04-23,Ashish,Limongiello,F,1998-04-20
465640,1954-03-07,Kauko,Marrevee,M,1993-06-01
465641,1953-06-29,Amstein,Boudaillier,F,1992-06-02
465649,1953-11-15,Vidar,Bresenham,M,1988-05-21
465650,1952-12-28,Christoph,Paludetto,F,1995-03-28
465651,1954-05-23,Tesuro,Ramamoorthy,M,1985-06-18
465653,1954-04-19,Mihalis,Azuma,F,1994-01-29
465657,1954-07-20,Aiman,Garigliano,M,1988-01-30
465658,1954-04-15,Phule,Zlotek,F,1988-10-15
465659,1952-06-29,Visit,Hofman,M,1989-02-03
465661,1953-09-20,Mohammad,Raoux,M,1985-11-18
465663,1954-08-08,Anoosh,Llado,F,1986-04-26
465666,1953-08-22,Isamu,Krichel,M,1991-08-04
465669,1955-12-29,Feiyu,Savasere,F,1996-12-18
465679,1952-07-08,Georgy,Segond,M,1987-11-18
465680,1952-02-12,Gen,Czap,F,1985-02-19
465681,1952-06-19,Stevo,Peral,M,1985-09-13
465683,1955-06-28,Satoru,Shiratori,F,1992-10-29
465688,1953-05-04,Manton,Litecky,F,1990-01-13
465690,1953-06-23,Shigehito,Beeson,M,1995-03-04
465693,1955-11-04,Shugo,Kugler,M,1989-03-23
465696,1954-10-25,Roselyn,Thiran,M,1987-04-03
465698,1953-08-27,Ranan,Demos,F,1988-02-02
465699,1955-07-02,Aral,Schwabacher,M,1985-09-28
465702,1955-09-26,Kayoko,Plump,F,1985-11-26
465703,1954-10-13,Sashi,Trystram,F,1992-08-06
465704,1952-11-27,Sreekrishna,Karner,M,1996-09-26
465714,1954-04-20,Mabhin,Strehl,F,1994-05-21
465723,1952-06-17,Eben,Siochi,M,1988-03-29
465725,1955-09-19,Youngkon,Moffat,F,1987-04-03
465735,1953-10-13,Mingdong,Wixon,F,1989-02-23
465737,1955-06-26,Gully,Bamford,M,1989-06-21
465739,1953-01-08,Wilmer,Verhaegen,M,1986-08-25
465740,1952-06-02,Mohammed,Jahnichen,M,1987-02-25
465745,1952-02-17,Jaideep,Mandelberg,M,1989-12-07
465747,1954-11-17,Subhada,Swist,M,1989-09-03
465748,1954-11-02,Marlo,Siochi,M,1992-03-17
465751,1955-12-20,Elzbieta,Thorensen,M,1986-06-20
465757,1955-04-24,Brewster,Morris,F,1988-09-27
465760,1954-10-06,Tristan,Cullers,F,1988-07-26
465762,1953-08-16,Mayumi,Morrey,M,1995-05-13
465763,1953-03-19,Jaroslava,Kaiserswerth,F,1994-06-30
465765,1953-02-22,Guoxiang,Papsdorf,F,1995-06-12
465767,1954-06-15,Limsoon,Peha,F,1991-04-04
465780,1953-04-14,Gino,Zeidenstein,F,1994-02-09
465781,1955-11-22,Saddek,Rodiger,M,1992-12-19
465783,1952-07-05,Constantino,Tchuente,F,1988-04-01
465790,1952-02-24,Masaru,Suomi,M,1990-11-05
465791,1952-04-19,Atreye,Azuma,M,1986-11-18
465792,1955-09-29,Dinkar,Kroha,F,1989-12-28
465793,1952-05-15,Make,Baek,M,1986-03-13
465796,1952-04-18,Chaosheng,Radivojevic,M,1989-04-21
465798,1952-09-02,Shiv,Orlowski,M,1993-02-03
465803,1953-11-24,Etsuo,Speel,M,1991-06-21
465809,1954-08-14,Shigeichiro,Herath,M,1987-09-13
465818,1955-09-26,Eben,Rosiles,F,1987-11-13
465819,1954-10-01,Ibibia,Hambrick,M,1988-04-04
465820,1952-11-01,Mariangiola,Matzke,F,1990-08-16
465821,1952-02-26,Marek,Aumann,M,1989-11-03
465824,1953-06-08,Suzette,Dratva,F,1988-02-21
465829,1955-10-04,Dante,Beidas,F,1988-04-26
465831,1955-04-10,Hidekazu,Gecsei,M,1989-05-26
465832,1953-02-15,Badri,Lunt,F,1989-07-16
465833,1954-03-17,Tetsurou,Morrow,M,1989-04-06
465839,1954-01-04,Sangeeta,Baranowski,M,1993-02-27
465844,1952-12-26,Hugh,Steenbeek,M,1987-09-27
465845,1952-06-29,Adly,Chinin,F,1992-02-03
465848,1955-05-02,Paloma,Bernardeschi,M,1993-11-20
465849,1954-12-20,Eirik,Janocha,F,1990-06-11
465852,1954-01-12,Gonzalo,Hanratty,M,1996-07-10
465855,1953-06-10,Aluzio,Dehkordi,M,1996-07-06
465856,1954-11-18,Abdulla,Lunt,M,1991-11-19
465857,1953-07-09,Nahla,Peron,F,1987-09-01
465865,1954-11-01,Anneli,Braunschweig,M,1985-04-18
465868,1952-09-03,Mark,Terwilliger,F,1990-10-27
465870,1952-04-19,Werner,Azumi,M,1989-11-12
465872,1952-12-05,Maria,Litzler,M,1985-05-06
465873,1954-11-25,Paddy,Ishibashi,M,1987-03-21
465877,1953-10-06,Hilari,Sidje,M,1992-02-17
465880,1952-08-16,Khoa,Wolniewicz,M,1986-02-20
465885,1952-05-17,Gian,Randt,F,1987-11-26
465887,1954-06-02,Rafail,Malinowski,M,1990-06-18
465888,1953-03-14,Mohan,Iisaka,M,1990-10-04
465892,1952-09-07,Zorica,Hatcliff,M,1995-08-08
465893,1952-12-10,Kish,Moffat,M,1986-12-04
465898,1955-05-26,Toshimi,Laurillard,M,1995-07-27
465900,1954-10-24,Hatim,Maginnis,M,1985-08-12
465901,1953-01-18,Magdalena,Facello,M,1988-08-12
465903,1954-06-27,Feixiong,Hartvigsen,M,1990-07-03
465904,1955-08-31,Lorien,Schmezko,M,1988-04-21
465906,1954-03-19,Moti,Parveen,M,1988-02-16
465912,1955-07-02,Junsik,Bellone,M,1994-04-12
465915,1954-04-30,Vishv,Giaccio,F,1995-04-27
465917,1953-09-26,Kamran,Hiltgen,M,1996-05-03
465918,1953-07-29,Nirmal,Morrey,M,1997-08-16
465920,1952-02-08,Toshimo,Goldhammer,F,1987-06-17
465924,1952-09-02,Valeri,Krichel,F,1996-09-08
465925,1955-10-14,Yoshinari,Brattka,F,1991-12-24
465926,1955-05-26,Kazuhisa,Rodier,M,1989-04-18
465929,1952-03-08,Sachem,Krone,M,1991-09-29
465932,1953-08-06,Mori,Stifter,M,1986-01-27
465934,1952-09-18,Charlene,Bressoud,F,1989-07-19
465936,1954-09-05,Yongqiao,Roison,M,1986-02-17
465939,1955-11-19,Poorav,Godskesen,F,1992-05-26
465942,1952-10-10,Bogdan,Krupka,F,1990-10-17
465950,1953-05-10,Baocai,Koshiba,M,1985-02-28
465952,1954-09-02,Leucio,Luft,F,1990-05-02
465953,1953-08-15,Almudena,Irland,F,1996-08-21
465956,1953-07-27,Arto,Erbe,F,1985-08-10
465963,1953-12-07,Stevo,Camarinopoulos,M,1991-05-06
465967,1954-01-08,Mani,Liedekerke,F,1987-06-28
465969,1952-10-23,Tadahiro,Mattern,M,1990-12-01
465976,1954-12-25,Niclas,Lichtman,M,1994-07-01
465977,1955-09-25,Kiyotoshi,Suermann,M,1987-12-20
465980,1955-08-22,Kazuhito,Hmelo,M,1985-12-12
465981,1953-11-01,Pantung,Cooke,F,1994-02-02
465984,1955-05-01,Vesna,Rotem,F,1995-04-26
465985,1952-05-11,Cullen,Conte,M,1992-03-12
465990,1952-08-21,Deborah,Sessa,F,1995-11-06
465991,1954-10-31,Felicidad,Kornatzky,M,1995-03-18
466000,1954-05-06,Remco,Grabner,M,1997-04-08
466001,1954-01-06,Ashish,Levasseur,M,1986-12-21
466006,1953-08-13,Phuoc,Greibach,M,1992-07-14
466007,1955-01-18,Dekang,Escriba,M,1994-05-23
466008,1952-12-11,Luigi,Jonsson,M,1986-09-11
466012,1953-10-16,Dinkar,Magliocco,M,1986-06-23
466015,1954-06-18,Rafael,Geffroy,M,1991-09-17
466017,1952-04-07,Manu,Baak,M,1996-09-23
466024,1955-01-21,Abdelwaheb,Gecseg,M,1990-02-04
466031,1954-03-18,Angel,Luks,M,1999-01-06
466034,1955-11-11,Saniya,Lovengreen,F,1986-08-02
466035,1953-10-21,Mantis,Wiegley,M,1989-12-28
466038,1954-09-03,Etsuo,Tokunaga,M,1998-09-09
466042,1955-09-30,Debaprosad,Yetto,F,1988-10-14
466046,1955-08-08,Nimmagadda,Pena,F,1992-11-22
466051,1952-04-08,Keiichiro,Giaccio,F,1986-10-21
466053,1954-11-10,Kaijung,Muchinsky,M,1993-10-05
466054,1953-03-17,Erez,Rindone,F,1995-11-27
466058,1953-12-19,Zhonghui,Murtha,M,1988-01-30
466063,1955-07-04,Heon,Wendorf,M,1987-07-31
466065,1952-03-29,Apostol,Bouloucos,F,1989-02-03
466070,1952-12-30,Xiaoqiu,Ranta,M,1986-05-06
466074,1952-08-28,Abdelghani,Gajiwala,M,1991-06-06
466075,1955-05-22,Arie,Kamble,F,1986-06-08
466076,1955-10-25,Shahaf,Vitiello,F,1985-05-20
466082,1952-04-04,Alejandra,Sooriamurthi,M,1988-04-26
466087,1955-03-31,Jaideep,Suwa,M,1996-08-20
466089,1953-10-19,Udo,Henseler,M,1992-01-07
466090,1953-04-06,Ziyad,Birsak,M,1992-07-10
466094,1955-11-15,Erzsebet,Majewski,M,1989-04-06
466095,1954-07-16,Candido,Stemann,M,1987-07-04
466098,1952-04-29,Yishai,Ducloy,M,1994-09-23
466100,1954-08-30,Qingxiang,Snedden,F,1992-02-10
466101,1952-03-20,Manibrata,Kropp,F,1988-10-24
466103,1955-06-06,Phule,Homond,M,1985-10-15
466104,1952-08-31,Valter,Junot,M,1985-08-06
466106,1953-09-19,Ranga,Cronau,M,1986-11-29
466107,1952-10-12,Kerryn,Kitsuregawa,M,1990-12-16
466110,1953-12-07,Qingxiang,Benaini,M,1993-04-13
466111,1955-12-19,Bikash,Rosti,M,1986-04-30
466118,1954-11-18,Behnaam,Hanratty,F,1993-10-17
466121,1955-04-08,Fuqing,Trumbly,M,1988-06-06
466122,1952-10-09,Hidde,Domenig,M,1996-04-14
466123,1953-12-21,Sreenivas,Huxford,F,1993-08-07
466124,1954-11-10,Guangming,Itzfeldt,F,1989-08-24
466128,1952-02-06,Duke,Viele,M,1985-09-22
466131,1954-02-13,Divine,Sevcikova,F,1994-10-18
466134,1952-04-15,Mansur,Kamble,M,1985-08-22
466137,1952-12-06,Elgin,Slobodova,F,1992-04-13
466143,1954-02-06,Parviz,Giaccio,F,1989-08-11
466149,1952-05-20,Zita,Lieberherr,M,1992-06-30
466158,1955-05-01,Nigel,Randi,F,1990-04-23
466159,1953-08-10,Ebbe,Azevdeo,M,1985-08-29
466168,1955-12-02,Khun,McFarlin,F,1987-11-29
466170,1952-05-20,Jacqueline,Zaumen,M,1986-03-15
466178,1955-12-19,Mario,Lipner,F,1992-10-12
466179,1955-06-02,Berthier,Besselaar,M,1996-09-16
466180,1955-04-08,Troy,Lukaszewicz,M,1985-02-09
466182,1952-10-11,Gill,Peck,M,1996-08-15
466184,1954-04-27,Tesuya,Pashtan,M,1994-09-01
466185,1952-08-01,Zejun,Luca,F,1993-09-14
466186,1954-07-12,Alenka,Redmiles,M,1985-03-20
466188,1952-09-06,Adly,Landherr,F,1985-06-23
466190,1952-07-06,Alagu,Fritzsche,M,1990-07-10
466192,1954-02-02,Tonia,Peroz,M,1992-02-14
466202,1952-03-09,Geoffrey,Rissland,F,1989-12-11
466204,1954-06-16,Tsutomu,Pocchiola,F,1999-02-02
466205,1955-01-14,Zeydy,Callaway,M,1988-04-13
466206,1952-03-19,Parke,Hebert,M,1996-05-05
466207,1952-11-01,Feixiong,Wursthorn,M,1987-07-19
466210,1955-03-11,Akemi,Rebaine,M,1997-09-15
466213,1954-05-19,Siamak,Haumacher,M,1990-02-24
466216,1955-11-08,Marjo,Ellozy,M,1988-06-23
466226,1955-11-12,Gianluca,Talmor,M,1985-02-16
466227,1952-12-26,Palash,Manderick,M,1987-06-21
466228,1955-08-12,Nimmagadda,Androutsos,M,1992-01-01
466239,1952-09-13,Willard,Crouzet,M,1990-02-09
466243,1955-05-07,Jianhao,Jeansoulin,F,1996-02-03
466244,1953-03-08,Radhakrishnan,Antonisse,M,1986-09-12
466247,1954-05-25,Zongyan,Furedi,F,1986-05-16
466248,1955-10-27,Eberhardt,Thambidurai,F,1996-02-20
466249,1955-05-30,Chenyi,Brandsma,F,1994-08-13
466251,1954-01-28,Ger,Halevi,F,1986-08-14
466257,1952-02-17,Shuho,Bale,F,1991-03-30
466258,1955-01-29,Kazunori,Vandervoorde,M,1991-01-08
466260,1954-04-06,Lijia,Zongker,M,1986-11-22
466264,1953-07-21,Bingning,Ramsak,F,1988-10-28
466266,1954-06-18,Shaz,Leonhardt,M,1994-09-30
466267,1953-11-30,Huican,Spell,F,1995-09-27
466270,1952-07-14,Akeno,Menhardt,F,1995-11-28
466271,1955-04-14,Radhia,Passafiume,M,1994-12-28
466272,1955-02-12,Pohua,DeMori,M,1986-06-10
466273,1953-02-06,Gina,Shihab,M,1988-03-24
466278,1953-01-16,Snehasis,Bresenham,F,1994-05-29
466279,1955-01-12,Adil,Goodrum,F,1988-01-13
466280,1952-09-05,Izaskun,Birnbaum,M,1994-07-25
466281,1955-08-30,Paddy,Marsiglia,F,1990-06-07
466282,1952-08-13,Yishay,Setlzner,F,1987-08-02
466288,1955-10-02,Saniya,Xiaoshan,M,1990-10-23
466289,1955-09-23,Sushant,Bael,M,1993-04-01
466290,1953-08-12,Mong,Ferriere,M,1992-08-27
466296,1953-10-28,Nathan,Hiraishi,M,1990-01-17
466297,1953-11-07,Jaques,Ramras,M,1985-07-28
466298,1952-11-08,Kamran,Collette,F,1986-10-22
466299,1952-10-10,Kwee,Greenaway,M,1987-06-20
466315,1955-06-10,Dante,Majewski,F,1985-10-13
466320,1954-02-02,Shigehiro,Janetzko,F,1988-08-15
466323,1954-09-26,Luerbio,Prochazka,M,1988-11-08
466324,1955-09-16,Zhonghua,McConalogue,M,1996-11-23
466326,1955-08-09,Remmert,Androutsos,M,1989-07-16
466328,1955-07-22,Lenore,Msuda,M,1996-06-13
466333,1955-05-01,Ult,Wursthorn,F,1993-01-22
466342,1953-08-23,Leandro,Wissmann,M,1988-07-30
466343,1952-03-18,Mahmut,Alvarado,M,1986-12-26
466345,1954-11-24,Baoqiu,Sluis,F,1987-05-06
466351,1954-07-13,Manohar,Diderrich,F,1994-10-05
466353,1955-12-30,Denis,Matteis,F,1993-01-04
466357,1952-12-05,Yunming,Byoun,M,1992-07-01
466360,1953-06-11,Leon,Ulupinar,F,1989-08-11
466364,1955-12-28,Uta,Pileggi,F,1991-01-07
466371,1955-09-14,Adamantios,Cronin,F,1998-02-23
466373,1954-05-12,Monique,Lichtner,F,1994-04-14
466380,1954-12-29,Valeska,Butner,F,1990-11-15
466383,1952-05-19,Nathalie,Yemenis,M,1998-09-14
466390,1952-05-26,Paris,Serov,F,1995-03-12
466392,1954-02-16,Chikara,Servieres,M,1990-05-17
466399,1953-11-18,Chinhyun,Willoner,F,1989-09-02
466400,1952-09-29,Deborah,Sluis,F,1991-10-24
466402,1955-10-06,Renny,Wixon,M,1993-08-04
466403,1955-04-13,Huai,Maksimenko,F,1992-01-27
466404,1952-05-02,Gil,Hatcliff,M,1985-07-15
466408,1953-10-28,Tremaine,Fritzsche,F,1986-01-19
466409,1954-09-13,Sangeeta,Mitchem,M,1998-04-09
466416,1954-05-07,Weiyi,Pargaonkar,M,1986-08-22
466418,1954-10-26,Kinh,Negoita,F,1994-12-22
466421,1952-12-03,Chaosheng,Verhaegen,F,1994-01-10
466426,1955-12-27,Alair,Kugler,F,1989-01-01
466431,1952-06-28,Taegyun,Gladwell,M,1985-06-25
466433,1955-06-08,Saeko,Denna,M,1986-12-26
466436,1952-05-05,Lillian,Serdy,M,1992-12-31
466438,1953-03-21,Kirk,Beerel,M,1991-04-29
466439,1952-09-17,Sachem,Linnainmaa,F,1987-11-20
466440,1952-03-11,Gill,Morton,M,1987-05-16
466441,1952-05-21,Sigeru,Shinomoto,M,1992-12-31
466447,1952-08-12,Juyoung,Malabarba,F,1993-12-29
466449,1952-12-25,Alenka,Leijenhorst,M,1994-01-10
466462,1953-09-16,Duke,Pillow,M,1988-07-02
466464,1953-09-25,Hyuckchul,Schonegge,M,1989-05-26
466467,1955-06-15,Huican,Lagarias,M,1989-07-22
466468,1955-07-12,Irena,Granlund,F,1986-03-16
466469,1955-05-11,Aamer,Ratnaker,M,1989-04-25
466470,1953-01-02,Lakshmi,Figueira,F,1992-01-25
466472,1954-03-04,Beshir,Kermarrec,F,1989-06-11
466477,1953-07-25,Hidde,Renear,M,1989-12-03
466487,1952-12-03,Makato,Strooper,M,1988-04-05
466490,1955-11-02,Masako,Lenart,M,1986-01-13
466492,1953-10-31,Nirmal,Nilsson,F,1990-12-19
466493,1953-11-19,Giordano,Naumovich,F,1985-09-07
466496,1955-01-08,Utz,Raoux,F,1986-11-30
466510,1955-07-30,Uta,Speer,M,1989-09-11
466511,1955-09-01,Ramya,Tagansky,M,1988-11-16
466518,1952-10-02,Amstein,Serdy,M,1997-11-03
466521,1952-09-09,Huican,Chaudhury,F,1986-12-06
466523,1952-07-31,Huan,Jervis,F,1995-09-24
466525,1954-01-04,Turgut,Szmurlo,M,1992-02-22
466527,1952-09-08,Shawna,Eterovic,M,1988-08-05
466531,1953-05-10,Sachar,Rindone,M,1987-06-12
466535,1952-09-18,Francesca,Khasidashvili,M,1990-05-05
466536,1955-10-24,Atreyi,Stafford,M,1997-03-30
466537,1955-05-22,Gro,Zambonelli,M,1988-08-16
466539,1953-03-06,Van,Chappelet,M,1985-03-01
466547,1954-05-14,Ung,Rousseau,F,1993-02-11
466550,1953-03-09,Monique,Narahara,F,1987-07-19
466556,1955-04-09,Xinglin,Karnin,M,1988-11-20
466558,1952-02-20,Shay,Sridhar,M,1989-01-31
466560,1954-12-08,Brendon,Cheshire,M,1990-12-24
466561,1952-09-27,Alenka,Mattern,M,1991-06-18
466564,1955-06-12,Marco,Collette,M,1989-03-18
466565,1954-05-19,Along,Worfolk,F,1997-08-11
466572,1953-03-25,Babette,Coullard,F,1985-07-13
466573,1954-12-13,Mong,Birdsall,F,1994-05-17
466574,1955-10-01,Basil,Soloway,M,1989-05-24
466575,1953-03-13,Otmar,Langford,M,1987-04-04
466577,1952-08-29,Constantine,Tsukuda,M,1992-01-23
466578,1955-01-01,Kazuhisa,Falck,F,1987-01-24
466579,1954-11-10,Salvador,Gopalakrishnan,M,1994-09-30
466583,1952-07-15,Chenyi,Falster,F,1993-04-30
466584,1955-08-17,Irene,Demizu,M,1986-07-13
466595,1954-03-24,Morrie,Osgood,M,1990-12-23
466597,1954-06-23,Otmar,Emmerich,F,1997-10-11
466599,1952-12-16,Arunachalam,Stifter,M,1987-07-10
466605,1954-06-29,Harngdar,Sury,F,1988-05-01
466606,1952-07-29,Arra,Buescher,M,1985-08-10
466615,1953-05-08,Mats,Wixon,F,1986-05-11
466616,1954-03-22,Toong,Solovay,M,1991-08-20
466617,1955-05-19,Chanjung,Vanwelkenhuysen,M,1993-10-19
466618,1952-03-24,Pascal,Kavanagh,M,1987-11-23
466621,1954-08-14,Mohit,Fabrizio,M,1986-08-05
466622,1952-10-20,Oldrich,Kalafatis,M,1985-08-13
466628,1953-10-23,Aiman,Trystram,M,1993-07-29
466629,1955-01-04,Hailing,Marchegay,M,1986-02-13
466630,1953-08-31,Deborah,Dalphin,M,1988-09-21
466632,1952-11-23,Sumant,Burnard,M,1987-06-15
466635,1954-07-05,Harngdar,Nations,M,1985-09-09
466636,1953-10-31,Hugh,Munro,M,1991-04-19
466638,1955-05-24,Arra,Detkin,F,1989-01-19
466643,1955-10-01,Dinkar,Liesche,M,1989-02-16
466645,1955-04-03,Mamdouh,Shokrollahi,F,1991-08-25
466647,1954-07-12,Yinlin,Mateescu,M,1989-08-10
466652,1955-11-11,Gal,Delgrossi,M,1987-03-25
466653,1955-04-27,Yongmao,Pettit,M,1993-03-15
466654,1953-10-07,Georgy,Ishibashi,M,1995-10-16
466659,1955-04-07,Martina,Mahmud,F,1991-09-22
466661,1952-08-07,Karsten,Stasinski,F,1988-08-26
466662,1952-10-29,Bojan,Buescher,M,1986-09-26
466666,1954-02-23,Visit,Gente,F,1987-12-24
466668,1952-08-05,Kellyn,Auyong,M,1990-07-08
466674,1955-12-24,Kazuhisa,Whittlesey,F,1994-12-24
466679,1953-08-12,Yuriy,Peral,M,1987-04-23
466681,1953-01-08,Abdulla,Narwekar,F,1989-04-04
466685,1953-11-10,Tran,Gronowski,M,1994-08-27
466692,1955-07-11,Richard,Chiodo,F,1989-01-17
466693,1955-09-24,Persi,Kambil,F,1993-01-23
466694,1952-04-24,Yakkov,Zielinski,M,1991-11-21
466695,1953-07-30,Mohamadou,Remmers,F,1995-04-10
466698,1954-06-12,Thanasis,Makrucki,F,1988-09-24
466701,1952-11-20,Frederique,Ashish,M,1987-03-13
466704,1953-02-02,Masami,Braccini,M,1985-08-17
466709,1954-10-27,Shichao,Uehara,M,1995-10-13
466710,1955-02-25,Becky,Chachaty,M,1986-02-22
466711,1955-09-24,Adib,Zeidenstein,M,1986-12-24
466714,1955-08-03,Akhilish,Luft,F,1992-05-08
466724,1952-04-08,Yuichiro,Gronowski,M,1986-12-13
466728,1952-06-21,Basim,Christianini,F,1994-05-30
466732,1954-06-25,Tetsurou,Beznosov,F,1989-09-24
466735,1954-07-19,Hsiangchu,Auyong,F,1995-01-16
466739,1953-09-08,Navid,Birge,F,1986-05-14
466740,1955-10-25,Oddvar,Feldhoffer,M,1985-06-15
466742,1955-06-28,Shridhar,Dalton,F,1986-01-13
466743,1952-11-26,Bogdan,Salvesen,M,1986-01-30
466749,1953-07-21,Eckart,Sridhar,F,1988-08-20
466752,1955-11-28,Djelloul,Camurati,M,1992-03-14
466753,1955-04-07,Stevo,Kushner,M,1986-08-12
466754,1954-09-06,Jaewoo,Highland,F,1985-07-03
466755,1952-04-04,Zhongwei,Gill,M,1988-09-24
466756,1954-01-23,Conrado,Perna,F,1989-12-06
466758,1955-06-18,Hugo,Anandan,M,1987-11-16
466759,1953-05-10,Ferdinand,Ashish,M,1986-12-29
466761,1952-05-30,Marsal,Baek,F,1998-04-02
466764,1954-11-07,Tadanori,Tsukuda,M,1986-09-03
466765,1955-02-05,Munir,Kermarrec,F,1991-04-16
466767,1953-11-16,Behnaam,Hasenauer,M,1987-12-12
466771,1954-10-29,Luigi,Perez,M,1994-03-10
466773,1952-11-23,Kamakshi,Kilgore,M,1995-10-12
466776,1953-12-10,Wayne,Karnin,M,1990-06-14
466777,1952-06-13,Marit,Comte,M,1989-09-29
466782,1954-03-25,Amabile,Merey,M,1995-03-24
466784,1954-02-16,Mohit,Schiper,M,1987-04-30
466787,1952-11-16,Heekeun,Piazza,F,1988-08-09
466788,1953-03-25,Chuanyi,Chenoweth,F,1991-03-09
466790,1954-08-22,Jianhao,Pluym,M,1991-10-09
466791,1953-07-05,Make,Ghalwash,F,1990-04-20
466797,1953-06-08,Raimond,Thimonier,M,1985-04-23
466798,1952-12-06,Debaprosad,Chinin,F,1993-05-02
466799,1955-01-30,Takushi,Ruther,F,1992-12-11
466800,1955-10-16,Herbert,Biron,F,1990-10-28
466803,1955-09-15,Aron,Binkley,M,1989-11-06
466804,1953-02-04,Divier,Decleir,F,1993-06-19
466807,1954-09-26,Haldun,Wroclawski,M,1988-05-12
466811,1952-09-30,Eishiro,Nitsch,M,1994-12-24
466812,1953-03-27,Younwoo,Tsukuda,M,1992-10-07
466816,1955-02-04,Yolla,Nicolson,F,1993-12-16
466817,1953-01-24,Gadiel,Ananiadou,M,1995-03-03
466833,1953-02-14,Jenwei,Verspoor,M,1993-03-20
466834,1955-05-16,Goa,Luke,F,1993-02-22
466835,1953-01-16,Shridhar,Jenevein,M,1987-12-20
466837,1953-07-04,Josyula,Bruckman,M,1988-02-11
466840,1952-12-24,Shim,Litzkow,M,1990-05-28
466842,1955-12-14,Shimshon,Lienhardt,M,1991-10-22
466846,1955-03-27,Marc,Lemarechal,F,1990-06-29
466849,1953-10-14,Laurentiu,Ranai,M,1987-01-11
466851,1953-09-21,Owen,Leijenhorst,M,1987-10-01
466858,1954-05-05,Ronghao,Beilner,M,1991-05-28
466860,1955-10-25,Panayotis,Desikan,M,1996-05-15
466863,1955-12-01,Evgueni,Marshall,F,1986-11-18
466867,1954-05-08,Kwangjo,Klerer,F,1988-04-04
466869,1955-10-28,Flemming,Magalhaes,F,1986-03-15
466875,1954-10-10,Kensyu,Ramalingam,M,1987-03-18
466876,1952-12-13,Sanjay,Homond,M,1994-05-20
466878,1953-01-19,Zine,Chenoweth,M,1988-10-02
466882,1955-06-29,Aruna,Kilgour,M,1994-11-15
466883,1952-04-26,Sachio,Denny,M,1985-08-16
466891,1954-12-20,Divier,Shackell,M,1995-11-25
